Agent ID,Episode Number,Episode Score,Actor Learning Rate,Critic Learning Rate,Discount Factor,Entropy Coefficient,Actor Loss,Critic loss
1,25,33.0,0.0008,0.0007,0.7845,0.0005,85.21797180175781,1.5767526626586914
2,35,24.0,0.0007,0.0007,0.722,0.0001,48.6418571472168,0.8907829523086548
1,26,20.0,0.0008,0.0007,0.7845,0.0005,49.92916488647461,1.2573410272598267
3,28,34.0,0.0007,0.0007,0.7818,0.001,88.32527923583984,1.5186141729354858
1,27,16.0,0.0008,0.0007,0.7845,0.0005,35.36576461791992,1.1749751567840576
2,36,30.0,0.0007,0.0007,0.722,0.0001,63.383758544921875,0.9240344166755676
2,37,10.0,0.0007,0.0007,0.722,0.0001,14.238259315490723,0.5769017338752747
3,29,29.0,0.0007,0.0007,0.7818,0.001,72.60279846191406,1.4612840414047241
2,38,21.0,0.0007,0.0007,0.722,0.0001,41.86722946166992,0.8740848898887634
1,28,51.0,0.0008,0.0007,0.7845,0.0005,137.09634399414062,1.6600427627563477
2,39,14.0,0.0007,0.0007,0.722,0.0001,25.689910888671875,0.7691372036933899
3,30,28.0,0.0007,0.0007,0.7818,0.001,68.36341094970703,1.418731689453125
3,31,12.0,0.0007,0.0007,0.7818,0.001,24.493581771850586,0.9314169883728027
2,40,29.0,0.0007,0.0007,0.722,0.0001,57.645286560058594,0.8930948376655579
1,29,38.0,0.0008,0.0007,0.7845,0.0005,99.50519561767578,1.5630064010620117
3,32,48.0,0.0007,0.0007,0.7818,0.001,127.07676696777344,1.5893138647079468
2,41,36.0,0.0007,0.0007,0.722,0.0001,75.75627899169922,0.9444570541381836
3,33,14.0,0.0007,0.0007,0.7818,0.001,28.462364196777344,1.0319761037826538
2,42,12.0,0.0007,0.0007,0.722,0.0001,18.5163631439209,0.5888278484344482
3,34,16.0,0.0007,0.0007,0.7818,0.001,34.63507080078125,1.048736572265625
1,30,62.0,0.0008,0.0007,0.7845,0.0005,166.2624969482422,1.6479853391647339
3,35,32.0,0.0007,0.0007,0.7818,0.001,78.00216674804688,1.3740180730819702
2,43,51.0,0.0007,0.0007,0.722,0.0001,107.24954223632812,0.9319860339164734
1,31,27.0,0.0008,0.0007,0.7845,0.0005,66.1766128540039,1.4028383493423462
2,44,17.0,0.0007,0.0007,0.722,0.0001,32.201351165771484,0.8060027956962585
1,32,23.0,0.0008,0.0007,0.7845,0.0005,53.7655143737793,1.3470879793167114
3,36,35.0,0.0007,0.0007,0.7818,0.001,88.61373901367188,1.4778008460998535
1,33,15.0,0.0008,0.0007,0.7845,0.0005,31.899559020996094,1.0129681825637817
2,45,17.0,0.0007,0.0007,0.722,0.0001,31.883716583251953,0.7905164957046509
3,37,18.0,0.0007,0.0007,0.7818,0.001,39.57093048095703,1.1673176288604736
2,46,14.0,0.0007,0.0007,0.722,0.0001,23.910741806030273,0.6420513987541199
3,38,11.0,0.0007,0.0007,0.7818,0.001,21.496225357055664,0.8112608790397644
1,34,33.0,0.0008,0.0007,0.7845,0.0005,83.16868591308594,1.5295090675354004
3,39,9.0,0.0007,0.0007,0.7818,0.001,15.006814002990723,0.6528496742248535
2,47,16.0,0.0007,0.0007,0.722,0.0001,29.381288528442383,0.7666457891464233
3,40,19.0,0.0007,0.0007,0.7818,0.001,41.005516052246094,1.1493929624557495
2,48,17.0,0.0007,0.0007,0.722,0.0001,28.93511962890625,0.6979257464408875
1,35,24.0,0.0008,0.0007,0.7845,0.0005,57.47224426269531,1.392279028892517
3,41,17.0,0.0007,0.0007,0.7818,0.001,35.249847412109375,1.077492594718933
1,36,14.0,0.0008,0.0007,0.7845,0.0005,29.61935806274414,0.9994193911552429
2,49,26.0,0.0007,0.0007,0.722,0.0001,50.02328109741211,0.8281712532043457
3,42,26.0,0.0007,0.0007,0.7818,0.001,64.57410430908203,1.3605860471725464
1,37,34.0,0.0008,0.0007,0.7845,0.0005,84.03597259521484,1.4855865240097046
1,38,18.0,0.0008,0.0007,0.7845,0.0005,40.14225387573242,1.2023015022277832
1,39,11.0,0.0008,0.0007,0.7845,0.0005,22.7027587890625,0.7651060819625854
3,43,38.0,0.0007,0.0007,0.7818,0.001,97.14460754394531,1.4641669988632202
3,44,17.0,0.0007,0.0007,0.7818,0.001,37.52519226074219,1.1135786771774292
1,40,33.0,0.0008,0.0007,0.7845,0.0005,81.22462463378906,1.3922439813613892
1,41,17.0,0.0008,0.0007,0.7845,0.0005,37.652156829833984,1.0876327753067017
3,45,36.0,0.0007,0.0007,0.7818,0.001,87.29106903076172,1.3751839399337769
1,42,22.0,0.0008,0.0007,0.7845,0.0005,50.2073974609375,1.248227596282959
3,46,23.0,0.0007,0.0007,0.7818,0.001,53.10065841674805,1.2263516187667847
1,43,29.0,0.0008,0.0007,0.7845,0.0005,68.77938079833984,1.3757251501083374
3,47,55.0,0.0007,0.0007,0.7818,0.001,139.44578552246094,1.4599684476852417
1,44,65.0,0.0008,0.0007,0.7845,0.0005,166.85687255859375,1.5517901182174683
3,48,41.0,0.0007,0.0007,0.7818,0.001,104.10176849365234,1.4735609292984009
1,45,18.0,0.0008,0.0007,0.7845,0.0005,37.59389877319336,1.054233431816101
3,49,27.0,0.0007,0.0007,0.7818,0.001,64.70476531982422,1.3139073848724365
1,46,37.0,0.0008,0.0007,0.7845,0.0005,88.43191528320312,1.371658205986023
1,47,52.0,0.0008,0.0007,0.7845,0.0005,131.182861328125,1.5163918733596802
1,48,46.0,0.0008,0.0007,0.7845,0.0005,113.2801513671875,1.4444142580032349
1,49,70.0,0.0008,0.0007,0.7845,0.0005,175.9805908203125,1.4905885457992554
3,50,14.0,0.0007,0.0007,0.7818,0.001,28.343765258789062,0.9259774088859558
2,50,26.0,0.000871,0.000613,0.891632,0.000425,104.03634643554688,4.063155651092529
3,51,22.0,0.0007,0.0007,0.7818,0.001,49.318016052246094,1.1951431035995483
2,51,13.0,0.000871,0.000613,0.891632,0.000425,36.48179626464844,1.992075800895691
3,52,12.0,0.0007,0.0007,0.7818,0.001,21.289525985717773,0.7646412253379822
1,50,56.0,0.000871,0.000613,0.891632,0.000425,275.90826416015625,5.8075785636901855
3,53,25.0,0.0007,0.0007,0.7818,0.001,54.160850524902344,1.1076349020004272
1,51,40.0,0.000871,0.000613,0.891632,0.000425,180.85791015625,4.907723426818848
1,52,19.0,0.000871,0.000613,0.891632,0.000425,65.41214752197266,3.047661066055298
3,54,33.0,0.0007,0.0007,0.7818,0.001,78.54442596435547,1.3060237169265747
2,52,88.0,0.000871,0.000613,0.891632,0.000425,442.457275390625,6.1222357749938965
3,55,36.0,0.0007,0.0007,0.7818,0.001,83.51007843017578,1.2735599279403687
1,53,55.0,0.000871,0.000613,0.891632,0.000425,260.6838073730469,5.584618091583252
3,56,11.0,0.0007,0.0007,0.7818,0.001,17.431751251220703,0.6536175608634949
2,53,33.0,0.000871,0.000613,0.891632,0.000425,140.588134765625,4.448884010314941
3,57,19.0,0.0007,0.0007,0.7818,0.001,36.992427825927734,0.955894947052002
2,54,26.0,0.000871,0.000613,0.891632,0.000425,100.44417572021484,3.950218915939331
1,54,37.0,0.000871,0.000613,0.891632,0.000425,162.7651824951172,4.775898456573486
2,55,33.0,0.000871,0.000613,0.891632,0.000425,136.17852783203125,4.467335224151611
1,55,39.0,0.000871,0.000613,0.891632,0.000425,173.00741577148438,4.983043193817139
2,56,37.0,0.000871,0.000613,0.891632,0.000425,161.2069549560547,4.460048198699951
3,58,80.0,0.0007,0.0007,0.7818,0.001,187.4463348388672,1.3105450868606567
1,56,28.0,0.000871,0.000613,0.891632,0.000425,110.17768859863281,4.073387622833252
2,57,17.0,0.000871,0.000613,0.891632,0.000425,53.84553146362305,2.5604987144470215
2,58,18.0,0.000871,0.000613,0.891632,0.000425,57.70000457763672,2.705526351928711
1,57,24.0,0.000871,0.000613,0.891632,0.000425,88.55142974853516,3.5938401222229004
2,59,19.0,0.000871,0.000613,0.891632,0.000425,60.896331787109375,2.86014723777771
1,58,15.0,0.000871,0.000613,0.891632,0.000425,42.97028732299805,2.245028495788574
3,59,65.0,0.0007,0.0007,0.7818,0.001,153.90150451660156,1.3154761791229248
1,59,17.0,0.000871,0.000613,0.891632,0.000425,52.751678466796875,2.5707151889801025
3,60,26.0,0.0007,0.0007,0.7818,0.001,54.8934326171875,1.0871988534927368
1,60,30.0,0.000871,0.000613,0.891632,0.000425,119.8190689086914,4.218583583831787
3,61,24.0,0.0007,0.0007,0.7818,0.001,49.067440032958984,1.0590370893478394
2,60,92.0,0.000871,0.000613,0.891632,0.000425,461.03021240234375,6.203606605529785
1,61,27.0,0.000871,0.000613,0.891632,0.000425,102.32412719726562,3.9687135219573975
3,62,28.0,0.0007,0.0007,0.7818,0.001,61.84207534790039,1.1743243932724
3,63,28.0,0.0007,0.0007,0.7818,0.001,59.43321990966797,1.1096144914627075
1,62,47.0,0.000871,0.000613,0.891632,0.000425,209.70716857910156,5.1711602210998535
2,61,46.0,0.000871,0.000613,0.891632,0.000425,204.85992431640625,4.952528476715088
1,63,16.0,0.000871,0.000613,0.891632,0.000425,46.96946716308594,2.2994375228881836
3,64,38.0,0.0007,0.0007,0.7818,0.001,86.60230255126953,1.2312313318252563
3,65,13.0,0.0007,0.0007,0.7818,0.001,20.569814682006836,0.712797999382019
1,64,48.0,0.000871,0.000613,0.891632,0.000425,216.51702880859375,5.126072406768799
1,65,16.0,0.000871,0.000613,0.891632,0.000425,49.058006286621094,2.3778133392333984
3,66,33.0,0.0007,0.0007,0.7818,0.001,70.64524841308594,1.131559133529663
2,62,95.0,0.000871,0.000613,0.891632,0.000425,459.6128845214844,5.7653727531433105
1,66,18.0,0.000871,0.000613,0.891632,0.000425,57.24254608154297,2.589769124984741
3,67,49.0,0.0007,0.0007,0.7818,0.001,111.26988983154297,1.1772568225860596
2,63,36.0,0.000871,0.000613,0.891632,0.000425,151.44192504882812,4.631967544555664
1,67,30.0,0.000871,0.000613,0.891632,0.000425,118.72322082519531,4.06890344619751
3,68,25.0,0.0007,0.0007,0.7818,0.001,49.45458984375,1.0189571380615234
2,64,22.0,0.000871,0.000613,0.891632,0.000425,74.0140609741211,3.1530394554138184
1,68,14.0,0.000871,0.000613,0.891632,0.000425,37.294918060302734,1.9197877645492554
1,69,13.0,0.000871,0.000613,0.891632,0.000425,34.7734489440918,1.5855884552001953
1,70,26.0,0.000871,0.000613,0.891632,0.000425,93.52886199951172,3.564725875854492
3,69,54.0,0.0007,0.0007,0.7818,0.001,121.53564453125,1.21041738986969
2,65,64.0,0.000871,0.000613,0.891632,0.000425,307.1648254394531,5.689576625823975
3,70,25.0,0.0007,0.0007,0.7818,0.001,51.54509735107422,1.0215109586715698
3,71,46.0,0.0007,0.0007,0.7818,0.001,97.6650619506836,1.0696550607681274
2,66,61.0,0.000871,0.000613,0.891632,0.000425,276.34521484375,5.591015815734863
3,72,18.0,0.0007,0.0007,0.7818,0.001,30.214698791503906,0.7815183401107788
1,71,96.0,0.000871,0.000613,0.891632,0.000425,452.20367431640625,5.516125679016113
3,73,21.0,0.0007,0.0007,0.7818,0.001,36.971824645996094,0.801240086555481
1,72,14.0,0.000871,0.000613,0.891632,0.000425,38.03985595703125,1.8690115213394165
3,74,14.0,0.0007,0.0007,0.7818,0.001,24.25100326538086,0.7533714175224304
1,73,19.0,0.000871,0.000613,0.891632,0.000425,57.99895095825195,2.55176043510437
2,67,60.0,0.000871,0.000613,0.891632,0.000425,269.1379089355469,5.375002861022949
2,68,21.0,0.000871,0.000613,0.891632,0.000425,72.05853271484375,3.1280362606048584
3,75,26.0,0.0007,0.0007,0.7818,0.001,49.45942687988281,0.9542350172996521
1,74,25.0,0.000871,0.000613,0.891632,0.000425,88.29694366455078,3.391411542892456
3,76,21.0,0.0007,0.0007,0.7818,0.001,37.77693176269531,0.8761305212974548
1,75,35.0,0.000871,0.000613,0.891632,0.000425,140.43698120117188,4.249614238739014
3,77,23.0,0.0007,0.0007,0.7818,0.001,45.15606689453125,0.9512168765068054
2,69,67.0,0.000871,0.000613,0.891632,0.000425,319.5594787597656,5.396745204925537
1,76,37.0,0.000871,0.000613,0.891632,0.000425,153.41957092285156,4.4250407218933105
3,78,24.0,0.0007,0.0007,0.7818,0.001,42.93381118774414,0.8368303179740906
3,79,12.0,0.0007,0.0007,0.7818,0.001,14.15749454498291,0.4359947741031647
2,70,53.0,0.000871,0.000613,0.891632,0.000425,228.8075714111328,5.007730007171631
3,80,31.0,0.0007,0.0007,0.7818,0.001,60.36943054199219,0.9768314361572266
2,71,29.0,0.000871,0.000613,0.891632,0.000425,106.99310302734375,3.845567464828491
2,72,12.0,0.000871,0.000613,0.891632,0.000425,30.88294219970703,1.4733465909957886
3,81,40.0,0.0007,0.0007,0.7818,0.001,82.51705169677734,1.0617731809616089
1,77,125.0,0.000871,0.000613,0.891632,0.000425,638.7142944335938,6.147635459899902
2,73,29.0,0.000871,0.000613,0.891632,0.000425,107.85633087158203,3.6424014568328857
1,78,18.0,0.000871,0.000613,0.891632,0.000425,51.13471221923828,2.1713223457336426
1,79,16.0,0.000871,0.000613,0.891632,0.000425,46.460594177246094,2.1741034984588623
2,74,47.0,0.000871,0.000613,0.891632,0.000425,199.09490966796875,4.902743339538574
2,75,20.0,0.000871,0.000613,0.891632,0.000425,65.70565795898438,2.662402868270874
1,80,57.0,0.000871,0.000613,0.891632,0.000425,257.92425537109375,5.291510105133057
